id,label,group,viewport,rating,status,screenshot,url,visibleButtonCount,visibleLinkCount,disabledButtonCount
operations-platform-students-parent_family,Operations / Platform / Super Admin / Students / Parent Family,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-students-parent_family.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=students&section=parent_family,11,0,0
operations-platform-students-analysis,Operations / Platform / Super Admin / Students / Analysis,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-students-analysis.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=students&section=analysis,11,0,0
operations-platform-students-meetings,Operations / Platform / Super Admin / Students / Meetings,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-students-meetings.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=students&section=meetings,11,0,0
operations-platform-students-bot_settings,Operations / Platform / Super Admin / Students / Bot Settings,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-students-bot_settings.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=students&section=bot_settings,11,0,0
operations-platform-students-activity,Operations / Platform / Super Admin / Students / Activity,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-students-activity.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=students&section=activity,1,0,0
operations-platform-students-next_year_login,Operations / Platform / Super Admin / Students / Next Year Login,Operations,mobile,8.1,ok,screenshots/mobile/operations-platform-students-next_year_login.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=students&section=next_year_login,11,0,0
operations-platform-contacts-overview,Operations / Platform / Super Admin / Contacts / Overview,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-contacts-overview.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=overview,11,0,0
operations-platform-contacts-interested_parents,Operations / Platform / Super Admin / Contacts / Interested Parents,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-contacts-interested_parents.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=interested_parents,11,0,0
operations-platform-contacts-parents,Operations / Platform / Super Admin / Contacts / Parents,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-contacts-parents.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=parents,11,0,0
operations-platform-contacts-people,Operations / Platform / Super Admin / Contacts / People,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-contacts-people.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=people,11,0,0
operations-platform-contacts-contacts,Operations / Platform / Super Admin / Contacts / Contacts,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-contacts-contacts.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=contacts,11,0,0
operations-platform-contacts-notes,Operations / Platform / Super Admin / Contacts / Notes,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-contacts-notes.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=notes,11,0,0
operations-platform-contacts-students,Operations / Platform / Super Admin / Contacts / Students,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-contacts-students.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=students,11,0,0
operations-platform-contacts-intake,Operations / Platform / Super Admin / Contacts / Intake,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-contacts-intake.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=intake,11,0,0
operations-platform-contacts-follow_up,Operations / Platform / Super Admin / Contacts / Follow Up,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-contacts-follow_up.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=follow_up,11,0,0
operations-platform-contacts-tags,Operations / Platform / Super Admin / Contacts / Tags,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-contacts-tags.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=tags,11,0,0
operations-platform-content-library,Operations / Platform / Super Admin / Content / Library,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-content-library.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=content&section=library,11,0,0
operations-platform-content-meetings,Operations / Platform / Super Admin / Content / Meetings,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-content-meetings.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=content&section=meetings,11,0,0
operations-platform-content-research,Operations / Platform / Super Admin / Content / Research,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-content-research.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=content&section=research,11,0,0
operations-platform-content-selected,Operations / Platform / Super Admin / Content / Selected,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-content-selected.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=content&section=selected,11,0,0
operations-platform-content-repurpose,Operations / Platform / Super Admin / Content / Repurpose,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-content-repurpose.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=content&section=repurpose,11,0,0
operations-platform-content-newsletter,Operations / Platform / Super Admin / Content / Newsletter,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-content-newsletter.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=content&section=newsletter,11,0,0
operations-platform-content-prompts,Operations / Platform / Super Admin / Content / Prompts,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-content-prompts.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=content&section=prompts,11,0,0
operations-platform-content-bundles,Operations / Platform / Super Admin / Content / Bundles,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-content-bundles.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=content&section=bundles,11,0,0
operations-platform-calendar-overview,Operations / Platform / Super Admin / Calendar / Overview,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-calendar-overview.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=calendar&section=overview,6,0,0
operations-platform-calendar-week,Operations / Platform / Super Admin / Calendar / Week,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-calendar-week.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=calendar&section=week,2,0,0
operations-platform-calendar-month,Operations / Platform / Super Admin / Calendar / Month,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-calendar-month.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=calendar&section=month,2,0,0
operations-platform-calendar-classes,Operations / Platform / Super Admin / Calendar / Classes,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-calendar-classes.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=calendar&section=classes,2,0,0
operations-platform-calendar-students,Operations / Platform / Super Admin / Calendar / Students,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-calendar-students.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=calendar&section=students,2,0,0
operations-platform-calendar-provider,Operations / Platform / Super Admin / Calendar / Provider,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-calendar-provider.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=calendar&section=provider,2,0,0
operations-platform-calendar-google_sync,Operations / Platform / Super Admin / Calendar / Google Sync,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-calendar-google_sync.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=calendar&section=google_sync,2,0,0
operations-platform-calendar-settings,Operations / Platform / Super Admin / Calendar / Settings,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-calendar-settings.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=calendar&section=settings,2,0,0
operations-platform-service_providers-overview,Operations / Platform / Super Admin / Service Providers / Overview,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-service_providers-overview.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=overview,5,0,0
operations-platform-service_providers-directory,Operations / Platform / Super Admin / Service Providers / Directory,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-service_providers-directory.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=directory,1,0,0
operations-platform-service_providers-workspaces,Operations / Platform / Super Admin / Service Providers / Workspaces,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-service_providers-workspaces.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=workspaces,1,0,0
operations-platform-service_providers-commercial,Operations / Platform / Super Admin / Service Providers / Commercial,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-service_providers-commercial.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=commercial,1,0,0
operations-platform-service_providers-plans,Operations / Platform / Super Admin / Service Providers / Plans,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-service_providers-plans.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=plans,1,0,0
operations-platform-service_providers-onboarding,Operations / Platform / Super Admin / Service Providers / Onboarding,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-service_providers-onboarding.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=onboarding,1,0,0
operations-platform-service_providers-access_checklist,Operations / Platform / Super Admin / Service Providers / Access Checklist,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-service_providers-access_checklist.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=access_checklist,1,0,0
operations-platform-service_providers-integration_audit,Operations / Platform / Super Admin / Service Providers / Integration Audit,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-service_providers-integration_audit.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=integration_audit,1,0,0
operations-platform-service_providers-communities,Operations / Platform / Super Admin / Service Providers / Communities,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-service_providers-communities.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=communities,2,0,1
operations-platform-service_providers-content,Operations / Platform / Super Admin / Service Providers / Content,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-service_providers-content.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=content,1,0,0
operations-platform-service_providers-marketing,Operations / Platform / Super Admin / Service Providers / Marketing,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-service_providers-marketing.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=marketing,2,0,1
operations-platform-service_providers-leads,Operations / Platform / Super Admin / Service Providers / Leads,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-service_providers-leads.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=leads,1,0,0
operations-platform-service_providers-communications,Operations / Platform / Super Admin / Service Providers / Communications,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-service_providers-communications.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=communications,1,0,0
operations-platform-service_providers-settings,Operations / Platform / Super Admin / Service Providers / Settings,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-service_providers-settings.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=settings,1,0,0
operations-platform-communications-overview,Operations / Platform / Super Admin / Communications / Overview,Operations,mobile,8.6,ok,screenshots/mobile/operations-platform-communications-overview.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=overview,5,0,0
operations-platform-communications-parents,Operations / Platform / Super Admin / Communications / Parents,Operations,mobile,7.9,ok,screenshots/mobile/operations-platform-communications-parents.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=parents,1,0,0
operations-platform-communications-students,Operations / Platform / Super Admin / Communications / Students,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-communications-students.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=students,1,0,0
operations-platform-communications-providers,Operations / Platform / Super Admin / Communications / Providers,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-communications-providers.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=providers,1,0,0
operations-platform-communications-internal,Operations / Platform / Super Admin / Communications / Internal,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-communications-internal.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=internal,1,0,0
operations-platform-communications-whatsapp,Operations / Platform / Super Admin / Communications / Whatsapp,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-communications-whatsapp.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=whatsapp,1,0,0
operations-platform-communications-email,Operations / Platform / Super Admin / Communications / Email,Operations,mobile,8.6,ok,screenshots/mobile/operations-platform-communications-email.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=email,1,0,0
operations-platform-communications-bots,Operations / Platform / Super Admin / Communications / Bots,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-communications-bots.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=bots,2,0,1
operations-platform-communications-templates,Operations / Platform / Super Admin / Communications / Templates,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-communications-templates.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=templates,2,0,1
operations-platform-communications-settings,Operations / Platform / Super Admin / Communications / Settings,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-communications-settings.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=settings,2,0,1
operations-platform-internal_dialogue-overview,Operations / Platform / Super Admin / Internal Dialogue / Overview,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-internal_dialogue-overview.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=internal_dialogue&section=overview,6,0,0
operations-platform-internal_dialogue-shloimie_rabbi,Operations / Platform / Super Admin / Internal Dialogue / Shloimie Rabbi,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-internal_dialogue-shloimie_rabbi.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=internal_dialogue&section=shloimie_rabbi,2,0,0
operations-platform-internal_dialogue-meeting_notes,Operations / Platform / Super Admin / Internal Dialogue / Meeting Notes,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-internal_dialogue-meeting_notes.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=internal_dialogue&section=meeting_notes,2,0,0
operations-platform-internal_dialogue-uploads,Operations / Platform / Super Admin / Internal Dialogue / Uploads,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-internal_dialogue-uploads.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=internal_dialogue&section=uploads,2,0,0
operations-platform-internal_dialogue-decisions,Operations / Platform / Super Admin / Internal Dialogue / Decisions,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-internal_dialogue-decisions.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=internal_dialogue&section=decisions,2,0,0
operations-platform-internal_dialogue-support,Operations / Platform / Super Admin / Internal Dialogue / Support,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-internal_dialogue-support.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=internal_dialogue&section=support,2,0,0
operations-platform-internal_dialogue-activity,Operations / Platform / Super Admin / Internal Dialogue / Activity,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-internal_dialogue-activity.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=internal_dialogue&section=activity,2,0,0
operations-platform-accounting-overview,Operations / Platform / Super Admin / Accounting / Overview,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-accounting-overview.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=accounting&section=overview,11,0,0
operations-platform-accounting-payments,Operations / Platform / Super Admin / Accounting / Payments,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-accounting-payments.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=accounting&section=payments,11,0,0
operations-platform-accounting-open,Operations / Platform / Super Admin / Accounting / Open,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-accounting-open.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=accounting&section=open,11,0,0
operations-platform-accounting-paid,Operations / Platform / Super Admin / Accounting / Paid,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-accounting-paid.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=accounting&section=paid,11,0,0
operations-platform-accounting-needs_signup,Operations / Platform / Super Admin / Accounting / Needs Signup,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-accounting-needs_signup.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=accounting&section=needs_signup,11,0,0
operations-platform-accounting-exceptions,Operations / Platform / Super Admin / Accounting / Exceptions,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-accounting-exceptions.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=accounting&section=exceptions,11,0,0
operations-platform-api_usage-overview,Operations / Platform / Super Admin / Api Usage / Overview,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-api_usage-overview.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=api_usage&section=overview,1,0,0
operations-platform-api_usage-workspace,Operations / Platform / Super Admin / Api Usage / Workspace,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-api_usage-workspace.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=api_usage&section=workspace,2,0,1
operations-platform-api_usage-parent,Operations / Platform / Super Admin / Api Usage / Parent,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-api_usage-parent.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=api_usage&section=parent,2,0,1
operations-platform-api_usage-student,Operations / Platform / Super Admin / Api Usage / Student,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-api_usage-student.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=api_usage&section=student,2,0,1
operations-platform-api_usage-provider,Operations / Platform / Super Admin / Api Usage / Provider,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-api_usage-provider.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=api_usage&section=provider,2,0,1
operations-platform-api_usage-bot,Operations / Platform / Super Admin / Api Usage / Bot,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-api_usage-bot.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=api_usage&section=bot,2,0,1
operations-platform-api_usage-errors,Operations / Platform / Super Admin / Api Usage / Errors,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-api_usage-errors.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=api_usage&section=errors,1,0,0
operations-platform-api_usage-budgets,Operations / Platform / Super Admin / Api Usage / Budgets,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-api_usage-budgets.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=api_usage&section=budgets,2,0,1
operations-platform-api_usage-settings,Operations / Platform / Super Admin / Api Usage / Settings,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-api_usage-settings.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=api_usage&section=settings,2,0,1
operations-platform-admin-overview,Operations / Platform / Super Admin / Admin / Overview,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-admin-overview.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=admin&section=overview,19,0,0
operations-platform-admin-users,Operations / Platform / Super Admin / Admin / Users,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-admin-users.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=admin&section=users,1,0,0
operations-platform-admin-roles,Operations / Platform / Super Admin / Admin / Roles,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-admin-roles.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=admin&section=roles,2,0,1
operations-platform-admin-workspaces,Operations / Platform / Super Admin / Admin / Workspaces,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-admin-workspaces.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=admin&section=workspaces,1,0,0
operations-platform-admin-invitations,Operations / Platform / Super Admin / Admin / Invitations,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-admin-invitations.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=admin&section=invitations,2,0,1
operations-platform-admin-tickets,Operations / Platform / Super Admin / Admin / Tickets,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-admin-tickets.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=admin&section=tickets,19,0,0
operations-platform-admin-messages,Operations / Platform / Super Admin / Admin / Messages,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-admin-messages.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=admin&section=messages,2,0,1
operations-platform-admin-settings,Operations / Platform / Super Admin / Admin / Settings,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-admin-settings.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=admin&section=settings,2,0,1
operations-platform-settings-profile,Operations / Platform / Super Admin / Settings / Profile,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-settings-profile.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=profile,1,0,0
operations-platform-settings-workspace,Operations / Platform / Super Admin / Settings / Workspace,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-settings-workspace.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=workspace,1,0,0
operations-platform-settings-branding,Operations / Platform / Super Admin / Settings / Branding,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-settings-branding.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=branding,1,0,0
operations-platform-settings-language,Operations / Platform / Super Admin / Settings / Language,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-settings-language.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=language,1,0,0
operations-platform-settings-users_roles,Operations / Platform / Super Admin / Settings / Users Roles,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-settings-users_roles.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=users_roles,1,0,0
operations-platform-settings-email_identities,Operations / Platform / Super Admin / Settings / Email Identities,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-settings-email_identities.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=email_identities,7,0,0
operations-platform-settings-whatsapp,Operations / Platform / Super Admin / Settings / Whatsapp,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-settings-whatsapp.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=whatsapp,7,0,0
operations-platform-settings-social_accounts,Operations / Platform / Super Admin / Settings / Social Accounts,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-settings-social_accounts.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=social_accounts,7,0,0
operations-platform-settings-calendar,Operations / Platform / Super Admin / Settings / Calendar,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-settings-calendar.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=calendar,4,0,0
operations-platform-settings-google_classroom,Operations / Platform / Super Admin / Settings / Google Classroom,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-settings-google_classroom.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=google_classroom,4,0,0
operations-platform-settings-parent_portal,Operations / Platform / Super Admin / Settings / Parent Portal,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-settings-parent_portal.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=parent_portal,1,0,0
operations-platform-settings-student_portal,Operations / Platform / Super Admin / Settings / Student Portal,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-settings-student_portal.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=student_portal,1,0,0
operations-platform-settings-provider_portal,Operations / Platform / Super Admin / Settings / Provider Portal,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-settings-provider_portal.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=provider_portal,1,0,0
operations-platform-settings-provider_index,Operations / Platform / Super Admin / Settings / Provider Index,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-settings-provider_index.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=provider_index,1,0,0
operations-platform-settings-provider_plans,Operations / Platform / Super Admin / Settings / Provider Plans,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-settings-provider_plans.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=provider_plans,1,0,0
operations-platform-settings-provider_entitlements,Operations / Platform / Super Admin / Settings / Provider Entitlements,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-settings-provider_entitlements.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=provider_entitlements,5,0,0
operations-platform-settings-provider_onboarding,Operations / Platform / Super Admin / Settings / Provider Onboarding,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-settings-provider_onboarding.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=provider_onboarding,1,0,0
operations-platform-settings-commercial_models,Operations / Platform / Super Admin / Settings / Commercial Models,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-settings-commercial_models.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=commercial_models,1,0,0
operations-platform-settings-bot_permissions,Operations / Platform / Super Admin / Settings / Bot Permissions,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-settings-bot_permissions.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=bot_permissions,1,0,0
operations-platform-settings-api_limits,Operations / Platform / Super Admin / Settings / Api Limits,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-settings-api_limits.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=api_limits,1,0,0
operations-platform-settings-communications,Operations / Platform / Super Admin / Settings / Communications,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-settings-communications.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=communications,1,0,0
operations-platform-settings-integrations,Operations / Platform / Super Admin / Settings / Integrations,Operations,mobile,7,ok,screenshots/mobile/operations-platform-settings-integrations.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=integrations,31,0,0
operations-platform-settings-payment_links,Operations / Platform / Super Admin / Settings / Payment Links,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-settings-payment_links.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=payment_links,1,0,0
operations-platform-settings-external_apps,Operations / Platform / Super Admin / Settings / External Apps,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-settings-external_apps.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=external_apps,1,0,0
operations-platform-settings-billing,Operations / Platform / Super Admin / Settings / Billing,Operations,mobile,8.5,ok,screenshots/mobile/operations-platform-settings-billing.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=billing,1,0,0
operations-platform-settings-automations,Operations / Platform / Super Admin / Settings / Automations,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-settings-automations.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=automations,1,0,0
operations-platform-settings-danger,Operations / Platform / Super Admin / Settings / Danger,Operations,mobile,9.2,ok,screenshots/mobile/operations-platform-settings-danger.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=settings&section=danger,1,0,0
operations-platform-mobile-drawer-open,Operations / Platform / Super Admin / Mobile Navigation Drawer Open,Operations Chrome,mobile,8.2,ok,screenshots/mobile/operations-platform-mobile-drawer-open.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=dashboard&section=overview,21,1,0
operations-bna-dashboard-overview,Operations / BNA School Workspace / Dashboard / Overview,Operations,mobile,8.5,ok,screenshots/mobile/operations-bna-dashboard-overview.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=dashboard&section=overview,11,0,0
operations-bna-dashboard-activity,Operations / BNA School Workspace / Dashboard / Activity,Operations,mobile,9.2,ok,screenshots/mobile/operations-bna-dashboard-activity.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=dashboard&section=activity,1,0,0
