id,label,group,viewport,rating,status,screenshot,url,visibleButtonCount,visibleLinkCount,disabledButtonCount
operations-bna-pipelines-provider_class,Operations / BNA School Workspace / Pipelines / Provider Class,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-pipelines-provider_class.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=pipelines&section=provider_class,26,1,0
operations-bna-pipelines-provider_onboarding,Operations / BNA School Workspace / Pipelines / Provider Onboarding,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-pipelines-provider_onboarding.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=pipelines&section=provider_onboarding,26,1,0
operations-bna-pipelines-participants,Operations / BNA School Workspace / Pipelines / Participants,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-pipelines-participants.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=pipelines&section=participants,26,1,0
operations-bna-pipelines-stale_tasks,Operations / BNA School Workspace / Pipelines / Stale Tasks,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-pipelines-stale_tasks.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=pipelines&section=stale_tasks,26,1,0
operations-bna-pipelines-decisions,Operations / BNA School Workspace / Pipelines / Decisions,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-pipelines-decisions.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=pipelines&section=decisions,26,1,0
operations-bna-tasks-overview,Operations / BNA School Workspace / Tasks / Overview,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-tasks-overview.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=tasks&section=overview,32,1,0
operations-bna-tasks-decisions,Operations / BNA School Workspace / Tasks / Decisions,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-tasks-decisions.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=tasks&section=decisions,32,1,0
operations-bna-tasks-mine,Operations / BNA School Workspace / Tasks / Mine,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-tasks-mine.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=tasks&section=mine,32,1,0
operations-bna-tasks-schedule,Operations / BNA School Workspace / Tasks / Schedule,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-tasks-schedule.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=tasks&section=schedule,32,1,0
operations-bna-tasks-research,Operations / BNA School Workspace / Tasks / Research,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-tasks-research.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=tasks&section=research,32,1,0
operations-bna-tasks-changelog,Operations / BNA School Workspace / Tasks / Changelog,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-tasks-changelog.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=tasks&section=changelog,32,1,0
operations-bna-tasks-done,Operations / BNA School Workspace / Tasks / Done,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-tasks-done.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=tasks&section=done,32,1,0
operations-bna-students-overview,Operations / BNA School Workspace / Students / Overview,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-students-overview.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=students&section=overview,40,1,0
operations-bna-students-list,Operations / BNA School Workspace / Students / List,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-students-list.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=students&section=list,40,1,0
operations-bna-students-group_goal,Operations / BNA School Workspace / Students / Group Goal,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-students-group_goal.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=students&section=group_goal,51,1,0
operations-bna-students-goal_board,Operations / BNA School Workspace / Students / Goal Board,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-students-goal_board.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=students&section=goal_board,51,1,0
operations-bna-students-assignments,Operations / BNA School Workspace / Students / Assignments,Operations,desktop,8.5,ok,screenshots/desktop/operations-bna-students-assignments.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=students&section=assignments,57,1,0
operations-bna-students-questions,Operations / BNA School Workspace / Students / Questions,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-students-questions.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=students&section=questions,52,1,0
operations-bna-students-documents,Operations / BNA School Workspace / Students / Documents,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-students-documents.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=students&section=documents,51,1,0
operations-bna-students-portal_links,Operations / BNA School Workspace / Students / Portal Links,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-students-portal_links.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=students&section=portal_links,51,1,0
operations-bna-students-tablet_access,Operations / BNA School Workspace / Students / Tablet Access,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-students-tablet_access.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=students&section=tablet_access,51,1,0
operations-bna-students-profile,Operations / BNA School Workspace / Students / Profile,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-students-profile.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=students&section=profile,51,1,0
operations-bna-students-parent_family,Operations / BNA School Workspace / Students / Parent Family,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-students-parent_family.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=students&section=parent_family,51,1,0
operations-bna-students-analysis,Operations / BNA School Workspace / Students / Analysis,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-students-analysis.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=students&section=analysis,51,1,0
operations-bna-students-meetings,Operations / BNA School Workspace / Students / Meetings,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-students-meetings.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=students&section=meetings,51,1,0
operations-bna-students-bot_settings,Operations / BNA School Workspace / Students / Bot Settings,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-students-bot_settings.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=students&section=bot_settings,51,1,0
operations-bna-students-activity,Operations / BNA School Workspace / Students / Activity,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-students-activity.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=students&section=activity,51,1,0
operations-bna-students-next_year_login,Operations / BNA School Workspace / Students / Next Year Login,Operations,desktop,8.8,ok,screenshots/desktop/operations-bna-students-next_year_login.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=students&section=next_year_login,36,1,0
operations-bna-contacts-overview,Operations / BNA School Workspace / Contacts / Overview,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-contacts-overview.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=contacts&section=overview,42,1,0
operations-bna-contacts-interested_parents,Operations / BNA School Workspace / Contacts / Interested Parents,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-contacts-interested_parents.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=contacts&section=interested_parents,41,1,0
operations-bna-contacts-parents,Operations / BNA School Workspace / Contacts / Parents,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-contacts-parents.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=contacts&section=parents,42,1,0
operations-bna-contacts-people,Operations / BNA School Workspace / Contacts / People,Operations,desktop,8.6,ok,screenshots/desktop/operations-bna-contacts-people.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=contacts&section=people,46,1,0
operations-bna-contacts-contacts,Operations / BNA School Workspace / Contacts / Contacts,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-contacts-contacts.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=contacts&section=contacts,42,1,0
operations-bna-contacts-notes,Operations / BNA School Workspace / Contacts / Notes,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-contacts-notes.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=contacts&section=notes,42,1,0
operations-bna-contacts-students,Operations / BNA School Workspace / Contacts / Students,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-contacts-students.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=contacts&section=students,42,1,0
operations-bna-contacts-intake,Operations / BNA School Workspace / Contacts / Intake,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-contacts-intake.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=contacts&section=intake,42,1,0
operations-bna-contacts-follow_up,Operations / BNA School Workspace / Contacts / Follow Up,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-contacts-follow_up.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=contacts&section=follow_up,42,1,0
operations-bna-contacts-tags,Operations / BNA School Workspace / Contacts / Tags,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-contacts-tags.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=contacts&section=tags,42,1,0
operations-bna-content-library,Operations / BNA School Workspace / Content / Library,Operations,desktop,7.4,ok,screenshots/desktop/operations-bna-content-library.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=content&section=library,75,39,0
operations-bna-content-meetings,Operations / BNA School Workspace / Content / Meetings,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-content-meetings.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=content&section=meetings,32,6,0
operations-bna-content-research,Operations / BNA School Workspace / Content / Research,Operations,desktop,7.4,ok,screenshots/desktop/operations-bna-content-research.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=content&section=research,110,37,0
operations-bna-content-selected,Operations / BNA School Workspace / Content / Selected,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-content-selected.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=content&section=selected,33,1,0
operations-bna-content-repurpose,Operations / BNA School Workspace / Content / Repurpose,Operations,desktop,7.4,ok,screenshots/desktop/operations-bna-content-repurpose.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=content&section=repurpose,75,39,0
operations-bna-content-newsletter,Operations / BNA School Workspace / Content / Newsletter,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-content-newsletter.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=content&section=newsletter,29,1,1
operations-bna-content-prompts,Operations / BNA School Workspace / Content / Prompts,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-content-prompts.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=content&section=prompts,38,1,0
operations-bna-content-bundles,Operations / BNA School Workspace / Content / Bundles,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-content-bundles.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=content&section=bundles,29,1,1
operations-bna-calendar-overview,Operations / BNA School Workspace / Calendar / Overview,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-calendar-overview.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=calendar&section=overview,31,1,0
operations-bna-calendar-week,Operations / BNA School Workspace / Calendar / Week,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-calendar-week.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=calendar&section=week,27,1,0
operations-bna-calendar-month,Operations / BNA School Workspace / Calendar / Month,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-calendar-month.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=calendar&section=month,27,1,0
operations-bna-calendar-classes,Operations / BNA School Workspace / Calendar / Classes,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-calendar-classes.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=calendar&section=classes,27,1,0
operations-bna-calendar-students,Operations / BNA School Workspace / Calendar / Students,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-calendar-students.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=calendar&section=students,27,1,0
operations-bna-calendar-provider,Operations / BNA School Workspace / Calendar / Provider,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-calendar-provider.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=calendar&section=provider,27,1,0
operations-bna-calendar-google_sync,Operations / BNA School Workspace / Calendar / Google Sync,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-calendar-google_sync.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=calendar&section=google_sync,27,1,0
operations-bna-calendar-settings,Operations / BNA School Workspace / Calendar / Settings,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-calendar-settings.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=calendar&section=settings,27,1,0
operations-bna-service_providers-overview,Operations / BNA School Workspace / Service Providers / Overview,Operations,desktop,8.6,ok,screenshots/desktop/operations-bna-service_providers-overview.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=service_providers&section=overview,36,1,0
operations-bna-service_providers-directory,Operations / BNA School Workspace / Service Providers / Directory,Operations,desktop,8.6,ok,screenshots/desktop/operations-bna-service_providers-directory.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=service_providers&section=directory,32,1,0
operations-bna-service_providers-workspaces,Operations / BNA School Workspace / Service Providers / Workspaces,Operations,desktop,7,ok,screenshots/desktop/operations-bna-service_providers-workspaces.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=service_providers&section=workspaces,77,16,0
operations-bna-service_providers-commercial,Operations / BNA School Workspace / Service Providers / Commercial,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-service_providers-commercial.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=service_providers&section=commercial,36,1,0
operations-bna-service_providers-plans,Operations / BNA School Workspace / Service Providers / Plans,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-service_providers-plans.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=service_providers&section=plans,32,1,0
operations-bna-service_providers-onboarding,Operations / BNA School Workspace / Service Providers / Onboarding,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-service_providers-onboarding.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=service_providers&section=onboarding,32,1,0
operations-bna-service_providers-access_checklist,Operations / BNA School Workspace / Service Providers / Access Checklist,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-service_providers-access_checklist.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=service_providers&section=access_checklist,32,1,0
operations-bna-service_providers-integration_audit,Operations / BNA School Workspace / Service Providers / Integration Audit,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-service_providers-integration_audit.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=service_providers&section=integration_audit,32,1,0
operations-bna-service_providers-communities,Operations / BNA School Workspace / Service Providers / Communities,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-service_providers-communities.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=service_providers&section=communities,33,1,1
operations-bna-service_providers-content,Operations / BNA School Workspace / Service Providers / Content,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-service_providers-content.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=service_providers&section=content,33,2,0
operations-bna-service_providers-marketing,Operations / BNA School Workspace / Service Providers / Marketing,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-service_providers-marketing.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=service_providers&section=marketing,33,1,1
operations-bna-service_providers-leads,Operations / BNA School Workspace / Service Providers / Leads,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-service_providers-leads.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=service_providers&section=leads,32,1,0
operations-bna-service_providers-communications,Operations / BNA School Workspace / Service Providers / Communications,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-service_providers-communications.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=service_providers&section=communications,32,1,0
operations-bna-service_providers-settings,Operations / BNA School Workspace / Service Providers / Settings,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-service_providers-settings.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=service_providers&section=settings,41,1,0
operations-bna-communications-overview,Operations / BNA School Workspace / Communications / Overview,Operations,desktop,8.6,ok,screenshots/desktop/operations-bna-communications-overview.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=communications&section=overview,32,1,0
operations-bna-communications-parents,Operations / BNA School Workspace / Communications / Parents,Operations,desktop,8.6,ok,screenshots/desktop/operations-bna-communications-parents.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=communications&section=parents,28,1,0
operations-bna-communications-students,Operations / BNA School Workspace / Communications / Students,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-communications-students.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=communications&section=students,28,1,0
operations-bna-communications-providers,Operations / BNA School Workspace / Communications / Providers,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-communications-providers.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=communications&section=providers,28,1,0
operations-bna-communications-internal,Operations / BNA School Workspace / Communications / Internal,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-communications-internal.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=communications&section=internal,28,1,0
operations-bna-communications-whatsapp,Operations / BNA School Workspace / Communications / Whatsapp,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-communications-whatsapp.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=communications&section=whatsapp,28,1,0
operations-bna-communications-email,Operations / BNA School Workspace / Communications / Email,Operations,desktop,8.6,ok,screenshots/desktop/operations-bna-communications-email.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=communications&section=email,28,1,0
operations-bna-communications-bots,Operations / BNA School Workspace / Communications / Bots,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-communications-bots.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=communications&section=bots,29,1,1
operations-bna-communications-templates,Operations / BNA School Workspace / Communications / Templates,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-communications-templates.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=communications&section=templates,29,1,1
operations-bna-communications-settings,Operations / BNA School Workspace / Communications / Settings,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-communications-settings.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=communications&section=settings,29,1,1
operations-bna-internal_dialogue-overview,Operations / BNA School Workspace / Internal Dialogue / Overview,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-internal_dialogue-overview.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=internal_dialogue&section=overview,33,1,0
operations-bna-internal_dialogue-shloimie_rabbi,Operations / BNA School Workspace / Internal Dialogue / Shloimie Rabbi,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-internal_dialogue-shloimie_rabbi.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=internal_dialogue&section=shloimie_rabbi,33,1,0
operations-bna-internal_dialogue-meeting_notes,Operations / BNA School Workspace / Internal Dialogue / Meeting Notes,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-internal_dialogue-meeting_notes.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=internal_dialogue&section=meeting_notes,33,1,0
operations-bna-internal_dialogue-uploads,Operations / BNA School Workspace / Internal Dialogue / Uploads,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-internal_dialogue-uploads.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=internal_dialogue&section=uploads,33,1,0
operations-bna-internal_dialogue-decisions,Operations / BNA School Workspace / Internal Dialogue / Decisions,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-internal_dialogue-decisions.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=internal_dialogue&section=decisions,33,1,0
operations-bna-internal_dialogue-support,Operations / BNA School Workspace / Internal Dialogue / Support,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-internal_dialogue-support.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=internal_dialogue&section=support,33,1,0
operations-bna-internal_dialogue-activity,Operations / BNA School Workspace / Internal Dialogue / Activity,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-internal_dialogue-activity.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=internal_dialogue&section=activity,23,1,0
operations-bna-accounting-overview,Operations / BNA School Workspace / Accounting / Overview,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-accounting-overview.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=accounting&section=overview,40,1,0
operations-bna-accounting-payments,Operations / BNA School Workspace / Accounting / Payments,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-accounting-payments.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=accounting&section=payments,32,1,0
operations-bna-accounting-open,Operations / BNA School Workspace / Accounting / Open,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-accounting-open.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=accounting&section=open,32,1,0
operations-bna-accounting-paid,Operations / BNA School Workspace / Accounting / Paid,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-accounting-paid.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=accounting&section=paid,32,1,0
operations-bna-accounting-needs_signup,Operations / BNA School Workspace / Accounting / Needs Signup,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-accounting-needs_signup.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=accounting&section=needs_signup,32,1,0
operations-bna-accounting-exceptions,Operations / BNA School Workspace / Accounting / Exceptions,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-accounting-exceptions.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=accounting&section=exceptions,32,1,0
operations-bna-api_usage-overview,Operations / BNA School Workspace / Api Usage / Overview,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-api_usage-overview.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=api_usage&section=overview,27,1,0
operations-bna-api_usage-workspace,Operations / BNA School Workspace / Api Usage / Workspace,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-api_usage-workspace.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=api_usage&section=workspace,28,1,1
operations-bna-api_usage-parent,Operations / BNA School Workspace / Api Usage / Parent,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-api_usage-parent.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=api_usage&section=parent,28,1,1
operations-bna-api_usage-student,Operations / BNA School Workspace / Api Usage / Student,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-api_usage-student.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=api_usage&section=student,28,1,1
operations-bna-api_usage-provider,Operations / BNA School Workspace / Api Usage / Provider,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-api_usage-provider.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=api_usage&section=provider,28,1,1
operations-bna-api_usage-bot,Operations / BNA School Workspace / Api Usage / Bot,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-api_usage-bot.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=api_usage&section=bot,28,1,1
operations-bna-api_usage-errors,Operations / BNA School Workspace / Api Usage / Errors,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-api_usage-errors.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=api_usage&section=errors,27,1,0
operations-bna-api_usage-budgets,Operations / BNA School Workspace / Api Usage / Budgets,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-api_usage-budgets.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=api_usage&section=budgets,28,1,1
operations-bna-api_usage-settings,Operations / BNA School Workspace / Api Usage / Settings,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-api_usage-settings.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=api_usage&section=settings,28,1,1
operations-bna-admin-overview,Operations / BNA School Workspace / Admin / Overview,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-admin-overview.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=admin&section=overview,33,1,0
operations-bna-admin-users,Operations / BNA School Workspace / Admin / Users,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-admin-users.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=admin&section=users,33,1,0
operations-bna-admin-roles,Operations / BNA School Workspace / Admin / Roles,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-admin-roles.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=admin&section=roles,33,1,0
operations-bna-admin-workspaces,Operations / BNA School Workspace / Admin / Workspaces,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-admin-workspaces.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=admin&section=workspaces,33,1,0
operations-bna-admin-invitations,Operations / BNA School Workspace / Admin / Invitations,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-admin-invitations.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=admin&section=invitations,33,1,0
operations-bna-admin-tickets,Operations / BNA School Workspace / Admin / Tickets,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-admin-tickets.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=admin&section=tickets,33,1,0
operations-bna-admin-messages,Operations / BNA School Workspace / Admin / Messages,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-admin-messages.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=admin&section=messages,33,1,0
operations-bna-admin-settings,Operations / BNA School Workspace / Admin / Settings,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-admin-settings.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=admin&section=settings,33,1,0
operations-bna-settings-profile,Operations / BNA School Workspace / Settings / Profile,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-settings-profile.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=settings&section=profile,45,1,0
operations-bna-settings-workspace,Operations / BNA School Workspace / Settings / Workspace,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-settings-workspace.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=settings&section=workspace,45,1,0
operations-bna-settings-branding,Operations / BNA School Workspace / Settings / Branding,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-settings-branding.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=settings&section=branding,45,1,0
operations-bna-settings-language,Operations / BNA School Workspace / Settings / Language,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-settings-language.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=settings&section=language,45,1,0
operations-bna-settings-users_roles,Operations / BNA School Workspace / Settings / Users Roles,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-settings-users_roles.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=settings&section=users_roles,45,1,0
operations-bna-settings-email_identities,Operations / BNA School Workspace / Settings / Email Identities,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-settings-email_identities.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=settings&section=email_identities,48,1,0
operations-bna-settings-whatsapp,Operations / BNA School Workspace / Settings / Whatsapp,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-settings-whatsapp.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=settings&section=whatsapp,48,1,0
operations-bna-settings-social_accounts,Operations / BNA School Workspace / Settings / Social Accounts,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-settings-social_accounts.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=settings&section=social_accounts,48,1,0
operations-bna-settings-calendar,Operations / BNA School Workspace / Settings / Calendar,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-settings-calendar.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=settings&section=calendar,48,1,0
operations-bna-settings-google_classroom,Operations / BNA School Workspace / Settings / Google Classroom,Operations,desktop,9.2,ok,screenshots/desktop/operations-bna-settings-google_classroom.jpg,https://bneineviimacademy.org/operations?workspace=bna&view=settings&section=google_classroom,48,1,0
